股票代码,股票名称,19年EPS,20年EPS,21年EPS,22年EPS,报告日期,研究机构,研究员,研报
sh603317,天味食品,0.74,0.9,1.12,--,2020-04-01,太平洋证券,黄付生/蔡雪昱/孟斯硕,摘要
sz002564,天沃科技,0.05,0.28,0.48,--,2020-04-01,申港证券,曹旭特/贺朝晖,摘要
sz002252,上海莱士,--,0.19,0.37,--,2020-04-01,中原证券,李琳琳,摘要
sh600309,万华化学,3.23,2.5,3.7,4.18,2020-04-01,太平洋证券,柳强/翟绪丽,摘要
sz300031,宝通科技,--,0.97,1.21,--,2020-04-01,招商证券,顾佳/陈良栋,摘要
sh601966,玲珑轮胎,1.41,1.61,1.92,--,2020-04-01,长城证券,孙志东/张玉龙,摘要
sz002436,兴森科技,0.20,0.25,0.32,0.41,2020-04-01,国盛证券,郑震湘,摘要
sz300699,光威复材,1.01,1.22,1.55,--,2020-04-01,东莞证券,李隆海,摘要
sz002318,久立特材,0.59,0.61,0.62,0.65,2020-04-01,太平洋证券,王介超,摘要
sh601390,中国中铁,0.95,0.92,1.03,1.16,2020-04-01,申万宏源研究,李峙屹/黄颖,摘要
sh600309,万华化学,3.23,3.35,4.17,4.79,2020-04-01,新时代证券,程磊,摘要
sz000488,晨鸣纸业,0.33,0.75,0.85,0.98,2020-04-01,申万宏源研究,周海晨/屠亦婷/柴程森,摘要
sh603393,新天然气,1.89,2.81,3.39,4.01,2020-04-01,天风证券,郭丽丽,摘要
sh600507,方大特钢,1.18,1.53,1.67,1.81,2020-04-01,华创证券,任志强/严鹏,摘要
sz300702,天宇股份,--,4.26,5.31,--,2020-04-01,华西证券,崔文亮/周平,摘要
sh603609,禾丰牧业,1.34,1.27,1.29,--,2020-04-01,中金公司,孙扬,摘要
sh601939,建设银行,1.05,1.1,1.14,1.19,2020-04-01,中原证券,王鸿行,摘要
sz300661,圣邦股份,1.70,2.29,3.39,4.40,2020-04-01,兴业证券,谢恒,摘要
sz300188,美亚柏科,0.36,0.44,0.6,0.83,2020-04-01,华泰证券,谢春生/郭雅丽/郭梁良,摘要
sh601333,广深铁路,0.11,0.11,0.13,0.14,2020-04-01,华泰证券,沈晓峰/林霞颖,摘要
sh603826,坤彩科技,0.31,0.54,0.81,1.07,2020-04-01,华泰证券,方晏荷/鲍荣富/张雪蓉,摘要
sz002179,中航光电,1.04,1.11,1.32,1.58,2020-04-01,兴业证券,石康/李博彦,摘要
sz002241,歌尔股份,--,0.71,1.11,--,2020-04-01,中金公司,胡誉镜/黄乐平,摘要
sh600026,中远海能,0.11,0.7,0.77,0.82,2020-04-01,华泰证券,沈晓峰/林霞颖,摘要
sh601766,中国中车,0.41,0.44,0.47,0.51,2020-04-01,华泰证券,关东奇来/李倩倩/黄波,摘要
sz000157,中联重科,0.58,0.65,0.76,--,2020-04-01,中金公司,孔令鑫,摘要
sz300316,晶盛机电,--,0.73,0.93,--,2020-04-01,天风证券,崔宇/邹润芳/王纪斌,摘要
sh603997,继峰股份,0.29,0.43,0.49,0.59,2020-04-01,中信证券,陈俊斌/尹欣驰,摘要
sh600309,万华化学,3.23,2.79,4.05,4.70,2020-04-01,国盛证券,王席鑫/孙琦祥/罗雅婷,摘要
sh603181,皇马科技,0.92,1.13,1.4,1.73,2020-04-01,中泰证券,谢楠/张波,摘要
sh601186,中国铁建,1.40,1.61,1.77,1.96,2020-04-01,天风证券,唐笑/岳恒宇/肖文劲,摘要
sh600309,万华化学,3.23,3.56,3.98,4.47,2020-04-01,华泰证券,刘曦/庄汀洲,摘要
sz300659,中孚信息,0.95,1.49,2.29,3.49,2020-04-01,中泰证券,闻学臣/何柄谕/杨亚宇,摘要
sz000031,大 悦 城,0.61,0.64,0.8,0.98,2020-04-01,华泰证券,陈慎/刘璐/韩笑,摘要
sz002398,垒知集团,0.58,0.7,0.83,0.97,2020-04-01,光大证券,陈浩武/胡添雅/孙伟风,摘要
sh600507,方大特钢,1.18,1.25,1.43,1.51,2020-04-01,川财证券,陈雳,摘要
sz002507,涪陵榨菜,0.77,0.88,0.91,0.96,2020-04-01,中原证券,刘冉,摘要
sz300673,佩蒂股份,--,0.55,0.75,--,2020-04-01,国盛证券,张俊/郑树明,摘要
sz002436,兴森科技,0.20,0.25,0.34,0.46,2020-04-01,川财证券,孙灿,摘要
sh688388,嘉元科技,1.67,2.0,2.56,3.07,2020-04-01,华创证券,胡毅/于潇,摘要
sz002594,比 亚 迪,--,1.05,1.29,--,2020-04-01,东方证券,姜雪晴,摘要
sz002396,星网锐捷,1.05,1.3,1.62,1.97,2020-04-01,华西证券,熊军/宋辉/柳珏廷,摘要
sh600026,中远海能,0.11,0.99,0.78,0.79,2020-04-01,兴业证券,吉理/张晓云/龚里,摘要
sz300003,乐普医疗,0.97,1.32,1.76,2.31,2020-04-01,天风证券,郑薇,摘要
sh600908,无锡银行,0.68,0.76,0.88,1.01,2020-04-01,中信建投证券,杨荣/陈翔,摘要
sh601919,中远海控,0.56,0.13,0.21,0.25,2020-04-01,申万宏源研究,闫海,摘要
sz002436,兴森科技,0.20,0.28,0.38,0.50,2020-04-01,太平洋证券,王凌涛/沈钱,摘要
sz300223,北京君正,0.29,0.46,0.67,0.77,2020-04-01,华西证券,孙远峰/郑敏宏,摘要
sz000157,中联重科,0.58,0.67,0.81,0.97,2020-04-01,浙商证券,潘贻立,摘要
sz002139,拓邦股份,0.33,0.32,0.39,0.51,2020-04-01,天风证券,,
sz300142,沃森生物,0.09,0.82,--,--,2020-03-31,广发证券,罗佳荣/孙辰阳/孔令岩/马步云,摘要
sz300122,智飞生物,--,2.3,--,--,2020-03-31,广发证券,罗佳荣/孙辰阳/孔令岩/马步云,摘要
sz002399,海 普 瑞,--,0.69,--,--,2020-03-31,广发证券,罗佳荣/孙辰阳/孔令岩/马步云,摘要
sz300015,爱尔眼科,--,0.57,--,--,2020-03-31,广发证券,罗佳荣/孙辰阳/孔令岩/马步云,摘要
sh601601,中国太保,3.06,3.3,3.60,4.20,2020-03-31,中银国际,兰晓飞,摘要
sh600763,通策医疗,--,1.88,--,--,2020-03-31,广发证券,罗佳荣/孙辰阳/孔令岩/马步云,摘要
sh600673,东 阳 光,0.38,0.55,--,--,2020-03-31,广发证券,罗佳荣/孙辰阳/孔令岩/马步云,摘要
sh600511,国药股份,2.10,2.51,--,--,2020-03-31,广发证券,罗佳荣/孙辰阳/孔令岩/马步云,摘要
sh600276,恒瑞医药,1.20,1.57,--,--,2020-03-31,广发证券,罗佳荣/孙辰阳/孔令岩/马步云,摘要
sz000661,长春高新,10.27,13.99,--,--,2020-03-31,广发证券,罗佳荣/孙辰阳/孔令岩/马步云,摘要
sz000513,丽珠集团,1.39,1.62,--,--,2020-03-31,广发证券,罗佳荣/孙辰阳/孔令岩/马步云,摘要
sz300750,宁德时代,--,2.85,--,--,2020-03-31,东北证券,笪佳敏/胡洋,摘要
sh603659,璞 泰 来,1.50,1.94,--,--,2020-03-31,东北证券,笪佳敏/胡洋,摘要
sh603026,石大胜华,1.52,2.0,--,--,2020-03-31,东北证券,笪佳敏/胡洋,摘要
sz002812,恩捷股份,1.06,1.51,--,--,2020-03-31,东北证券,笪佳敏/胡洋,摘要
sz300037,新 宙 邦,--,1.23,--,--,2020-03-31,东北证券,笪佳敏/胡洋,摘要
sh603839,安正时尚,0.76,1.23,--,--,2020-03-31,广发证券,糜韩杰,摘要
sz002832,比音勒芬,--,2.07,--,--,2020-03-31,广发证券,糜韩杰,摘要
sh603558,健盛集团,0.68,0.96,--,--,2020-03-31,广发证券,糜韩杰,摘要
sh601658,邮储银行,0.72,0.76,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh600926,杭州银行,--,1.39,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601128,常熟银行,--,0.78,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601229,上海银行,--,1.58,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601818,光大银行,0.68,0.75,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601288,农业银行,0.59,0.62,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601939,建设银行,1.05,1.09,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601169,北京银行,--,1.07,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601009,南京银行,--,1.66,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sz002142,宁波银行,--,3.06,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601998,中信银行,0.95,1.0,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601166,兴业银行,--,3.4,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601398,工商银行,0.86,0.9,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601988,中国银行,0.61,0.63,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh600036,招商银行,3.62,4.11,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh600000,浦发银行,--,2.25,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sz000001,平安银行,1.54,1.59,--,--,2020-03-31,广发证券,倪军/屈俊/万思华,摘要
sh601336,新华保险,4.67,5.19,6.00,--,2020-03-31,华泰证券,沈娟/陶圣禹,摘要
sh601318,中国平安,8.41,10.61,12.09,--,2020-03-31,华泰证券,沈娟/陶圣禹,摘要
sh601628,中国人寿,2.05,2.57,3.08,--,2020-03-31,华泰证券,沈娟/陶圣禹,摘要
sz300454,深 信 服,1.90,2.37,--,--,2020-03-31,国泰君安,李沐华,摘要
sz000938,紫光股份,--,1.14,--,--,2020-03-31,国泰君安,李沐华,摘要
sh601688,华泰证券,1.04,1.01,--,--,2020-03-31,国信证券,王剑/李锦儿,摘要
sh600999,招商证券,0.97,1.09,--,--,2020-03-31,国信证券,王剑/李锦儿,摘要
sh600837,海通证券,0.83,1.06,--,--,2020-03-31,国信证券,王剑/李锦儿,摘要
sh600030,中信证券,1.01,1.2,--,--,2020-03-31,国信证券,王剑/李锦儿,摘要
sz300577,开润股份,--,1.36,--,--,2020-03-31,广发证券,糜韩杰,摘要
sh603238,诺邦股份,--,1.03,--,--,2020-03-31,广发证券,糜韩杰,摘要
sh603839,安正时尚,0.76,0.91,--,--,2020-03-31,广发证券,糜韩杰,摘要
sz002832,比音勒芬,--,1.68,--,--,2020-03-31,广发证券,糜韩杰,摘要
sh603558,健盛集团,0.68,0.76,--,--,2020-03-31,广发证券,糜韩杰,摘要
sz300005,探 路 者,0.13,0.07,--,--,2020-03-31,广发证券,糜韩杰,摘要
sh603799,华友钴业,0.11,0.54,1.02,1.52,2020-03-31,华金证券,肖索,摘要
sh600298,安琪酵母,1.09,1.32,1.54,--,2020-03-31,中金公司,吕若晨,摘要
sz002293,罗莱生活,--,0.8,--,--,2020-03-31,广发证券,糜韩杰,摘要
sz002055,得润电子,--,0.63,0.94,--,2020-03-31,天风证券,,
sz000967,盈峰环境,--,0.52,--,--,2020-03-31,广发证券,郭鹏/许洁,摘要
sz300761,立华股份,--,5.8,--,--,2020-03-31,广发证券,王乾/钱浩,摘要
sz300498,温氏股份,--,6.38,--,--,2020-03-31,广发证券,王乾/钱浩,摘要
sz300511,雪榕生物,--,0.66,--,--,2020-03-31,广发证券,王乾/钱浩,摘要
sz002714,牧原股份,2.82,14.93,--,--,2020-03-31,广发证券,王乾/钱浩,摘要
sz300119,瑞普生物,0.49,0.66,--,--,2020-03-31,广发证券,王乾/钱浩,摘要
sz002100,天康生物,--,2.27,--,--,2020-03-31,广发证券,王乾/钱浩,摘要
sh600195,中牧股份,--,0.59,--,--,2020-03-31,广发证券,王乾/钱浩,摘要
sz000876,新 希 望,1.22,3.47,--,--,2020-03-31,广发证券,王乾/钱浩,摘要
sz300788,中信出版,1.55,1.25,--,--,2020-03-31,广发证券,旷实/徐呈隽,摘要
sh601949,中国出版,--,0.41,--,--,2020-03-31,广发证券,旷实/徐呈隽,摘要
sh603096,新 经 典,--,2.26,--,--,2020-03-31,广发证券,旷实/徐呈隽,摘要
sh601858,中国科传,--,0.69,--,--,2020-03-31,广发证券,旷实/徐呈隽,摘要
sh601928,凤凰传媒,--,0.66,--,--,2020-03-31,广发证券,旷实/徐呈隽,摘要
sh601098,中南传媒,--,0.76,--,--,2020-03-31,广发证券,旷实/徐呈隽,摘要
sh601336,新华保险,4.67,4.86,5.49,6.55,2020-03-31,中银国际,兰晓飞,摘要
sh601155,新城控股,5.62,7.03,8.91,10.95,2020-03-31,中达证券,申思聪/蔡鸿飞,摘要
sz002396,星网锐捷,1.05,1.26,1.49,1.76,2020-03-31,国信证券,程成,摘要
sz000661,长春高新,10.27,14.45,18.80,23.64,2020-03-31,天风证券,潘海洋/郑薇,摘要
sh600600,青岛啤酒,1.37,1.5,1.75,1.96,2020-03-31,国金证券,刘宸倩,摘要
sh601607,上海医药,1.44,1.56,1.85,2.15,2020-03-31,兴业证券,黄翰漾/徐佳熹,摘要
sh601088,中国神华,2.17,2.16,2.20,2.25,2020-03-31,兴业证券,龚里/李春驰,摘要
sh600600,青岛啤酒,1.37,1.47,1.79,2.16,2020-03-31,华泰证券,贺琪/张晋溢/李晴,摘要
sh603060,国检集团,0.68,0.81,1.02,1.26,2020-03-31,广发证券,邹戈/谢璐,摘要
sh600600,青岛啤酒,1.37,1.41,1.70,1.94,2020-03-31,太平洋证券,黄付生/蔡雪昱/李鑫鑫,摘要
sh601155,新城控股,5.62,6.49,7.18,7.28,2020-03-31,中信证券,陈聪/张全国,摘要
sz002697,红旗连锁,0.38,0.46,0.54,0.63,2020-03-31,天风证券,刘章明/马松,摘要
sz300438,鹏辉能源,--,1.7,2.39,--,2020-03-31,东方证券,卢日鑫/李梦强/彭海涛,摘要
sh600660,福耀玻璃,--,1.2,1.43,--,2020-03-31,国信证券,梁超/唐旭霞,摘要
sh600511,国药股份,2.10,2.47,2.90,3.31,2020-03-31,天风证券,郑薇,摘要
sz002465,海格通信,0.23,0.32,0.41,0.49,2020-03-31,太平洋证券,李宏涛/赵晖,摘要
sz000063,中兴通讯,1.22,1.31,1.57,2.02,2020-03-31,太平洋证券,李宏涛/赵晖,摘要
sh603179,新泉股份,0.80,1.08,1.53,1.76,2020-03-31,太平洋证券,白宇/刘文婷,摘要
sh600660,福耀玻璃,--,1.08,1.29,--,2020-03-31,财通证券,彭勇/吴鹏,摘要
sz002706,良信电器,0.35,0.47,0.63,0.78,2020-03-31,中信证券,,
sh603179,新泉股份,0.80,1.05,1.39,1.71,2020-03-31,申万宏源研究,宋亭亭/竺绍迪,摘要
sh601988,中国银行,0.61,0.65,0.68,0.71,2020-03-31,天风证券,廖志明/朱于畋,摘要
sh688016,心脉医疗,2.31,2.56,3.34,4.29,2020-03-31,国金证券,袁维,摘要
sh601818,光大银行,0.68,0.79,0.87,0.95,2020-03-31,东兴证券,林瑾璐/田馨宇,摘要
sh601788,光大证券,0.12,0.51,0.56,--,2020-03-31,中金公司,蒲寒/姚泽宇/王瑶平,摘要
sz000703,恒逸石化,--,1.87,1.9,--,2020-03-31,天风证券,张樨樨/贾广博/刘子栋,摘要
sh603799,华友钴业,0.11,0.65,1.03,1.41,2020-03-31,民生证券,方驭涛,摘要
sh603214,爱 婴 室,1.10,1.77,2.16,2.66,2020-03-31,浙商证券,于健,摘要
sh603259,药明康德,1.14,1.76,2.32,3.03,2020-03-31,国信证券,陈益凌/谢长雁,摘要
sz002129,中环股份,0.32,0.48,0.7,0.91,2020-03-31,华创证券,李佳/鲁佩/赵志铭,摘要
sz000776,广发证券,0.99,1.07,1.26,1.40,2020-03-31,华金证券,崔晓雁,摘要
sh603179,新泉股份,0.80,1.21,1.56,1.91,2020-03-31,国盛证券,程似骐,摘要
sh600028,中国石化,0.48,0.27,0.38,0.42,2020-03-31,海通证券,邓勇/朱军军/胡歆,摘要
sh601319,中国人保,0.51,0.46,0.55,0.64,2020-03-31,海通证券,孙婷/李芳洲,摘要
sz002459,晶澳科技,1.27,1.12,1.3,1.53,2020-03-31,国盛证券,王磊/杨润思,摘要
sz300771,智莱科技,3.12,4.03,5.48,7.13,2020-03-31,东兴证券,王健辉/叶盛/陈晓博,摘要
sh603179,新泉股份,0.80,1.05,1.32,1.46,2020-03-31,中信证券,陈俊斌/尹欣驰,摘要
sz000063,中兴通讯,1.22,1.28,1.77,2.23,2020-03-31,华泰证券,王林/付东,摘要
sz002396,星网锐捷,1.05,1.22,1.61,1.94,2020-03-31,华泰证券,王林/付东,摘要
sh600999,招商证券,0.97,1.13,1.25,1.36,2020-03-31,华金证券,崔晓雁,摘要
sh600036,招商银行,3.62,4.23,4.87,5.60,2020-03-31,东北证券,刘辰涵/陈玉卢,摘要
sz002465,海格通信,0.23,0.29,0.35,0.40,2020-03-31,中信证券,李建伟,摘要
sh603179,新泉股份,0.80,1.01,1.26,1.45,2020-03-31,中泰证券,苏晨/戴仕远,摘要
sz300759,康龙化成,0.83,0.96,1.37,1.82,2020-03-31,中信建投证券,贺菊颖/俞冰,摘要
sh603707,健友股份,--,1.19,1.55,--,2020-03-31,银河证券,佘宇,摘要
sh600958,东方证券,0.35,0.4,0.51,0.59,2020-03-31,华金证券,崔晓雁,摘要
sz300759,康龙化成,0.83,1.05,1.37,1.76,2020-03-31,民生证券,孙建/郭双喜,摘要
sz300497,富祥股份,1.14,1.54,1.99,--,2020-03-31,川财证券,周豫,摘要
sz002129,中环股份,0.32,0.53,0.65,0.87,2020-03-31,东北证券,笪佳敏/顾一弘,摘要
sh601398,工商银行,0.86,0.92,0.96,1.01,2020-03-31,民生证券,郭其伟,摘要
sh601088,中国神华,2.17,2.07,2.12,2.25,2020-03-31,中信证券,祖国鹏,摘要
sz000902,新 洋 丰,--,0.64,0.86,--,2020-03-31,天风证券,吴立/李辉/魏振亚,摘要
sz000039,中集集团,0.37,0.46,0.52,0.56,2020-03-31,方正证券,张小郭,摘要
sz000728,国元证券,0.27,0.36,0.43,0.51,2020-03-31,国泰君安,刘欣琦/高超,摘要
sz000902,新 洋 丰,--,0.63,0.78,--,2020-03-31,国信证券,商艾华,摘要
sh603799,华友钴业,0.11,0.61,0.99,1.30,2020-03-31,平安证券,陈建文,摘要
sz300127,银河磁体,0.46,0.48,0.51,0.55,2020-03-31,华泰证券,李斌/邱乐园/江翰博,摘要
sz000089,深圳机场,0.29,0.27,0.49,0.42,2020-03-31,华泰证券,沈晓峰/黄凡洋,摘要
sz002262,恩华药业,0.66,0.72,0.87,1.03,2020-03-31,华泰证券,,
sh601939,建设银行,1.05,1.12,1.17,1.22,2020-03-31,中银国际,励雅敏/林颖颖,摘要
sz000902,新 洋 丰,--,0.63,0.77,--,2020-03-31,中金公司,贾雄伟/李璇,摘要
sh603060,国检集团,0.68,0.79,0.9,--,2020-03-31,中金公司,詹奥博,摘要
sz000063,中兴通讯,1.22,1.33,1.75,2.03,2020-03-31,华金证券,蔡景彦/曾捷,摘要
sh600201,生物股份,0.20,0.4,0.71,0.94,2020-03-31,方正证券,程一胜,摘要
sh600361,华联综超,--,0.11,0.12,--,2020-03-31,中金公司,樊俊豪,摘要
sh601515,东风股份,--,0.57,0.59,--,2020-03-31,中金公司,林瑶/樊俊豪,摘要
sz002713,东易日盛,--,0.63,0.6,--,2020-03-31,中金公司,林瑶/樊俊豪,摘要
sz300131,英唐智控,--,0.17,0.4,--,2020-03-31,天风证券,,
sz300003,乐普医疗,0.97,1.26,1.65,--,2020-03-31,中金公司,,
sh600066,宇通客车,0.85,0.69,0.76,0.88,2020-03-31,财通证券,彭勇,摘要
sz000157,中联重科,0.58,0.65,0.74,0.83,2020-03-31,东吴证券,陈显帆/周尔双/朱贝贝,摘要
sh601390,中国中铁,0.95,0.93,1.05,1.16,2020-03-31,国盛证券,夏天/程龙戈/廖文强,摘要
sh600522,中天科技,--,0.79,1.0,--,2020-03-31,中金公司,投资建议/黄乐平,摘要
sz001914,招商积余,0.41,0.61,0.85,--,2020-03-31,东方证券,房诚琦,摘要
sh601766,中国中车,0.41,0.48,0.56,0.65,2020-03-31,东北证券,刘军/邰桂龙,摘要
sh601088,中国神华,2.17,1.97,2.17,2.23,2020-03-31,平安证券,陈建文/樊金璐,摘要
sz300327,中颖电子,0.75,0.84,1.04,--,2020-03-31,中金公司,丁宁/黄乐平,摘要
sz002013,中航机电,0.27,0.31,0.37,0.49,2020-03-31,中泰证券,苏晨/李聪,摘要
sh600372,中航电子,0.32,0.37,0.44,0.53,2020-03-31,中泰证券,苏晨/李聪,摘要
sh601186,中国铁建,1.40,1.68,1.88,2.07,2020-03-31,国盛证券,夏天/程龙戈/廖文强,摘要
sz002179,中航光电,1.04,1.2,1.43,1.71,2020-03-31,民生证券,王一川,摘要
sh600066,宇通客车,0.85,0.84,0.89,0.98,2020-03-31,天风证券,邓学/文康,摘要
sh600066,宇通客车,0.85,0.87,0.91,--,2020-03-31,中金公司,常菁,摘要
sz002013,中航机电,0.27,0.3,0.35,0.40,2020-03-31,民生证券,王一川,摘要
sz002364,中恒电气,--,0.33,0.47,--,2020-03-31,中泰证券,苏晨,摘要
sz002013,中航机电,0.27,0.28,0.32,--,2020-03-31,中金公司,黄乐平/尹会伟,摘要
sz003816,中国广核,0.20,0.2,0.21,0.23,2020-03-31,长江证券,张韦华,摘要
sh600588,用友网络,0.48,0.48,0.57,0.67,2020-03-31,长城证券,周伟佳/李雪薇/封谊敏,摘要
sh603019,中科曙光,0.66,0.87,1.16,1.49,2020-03-31,长城证券,周伟佳/李雪薇/封谊敏,摘要
sz000063,中兴通讯,1.22,1.42,1.78,2.19,2020-03-31,德邦证券,雷涛,摘要
sz000063,中兴通讯,1.22,1.35,1.71,2.11,2020-03-31,西部证券,邢开允,摘要
sz300127,银河磁体,0.46,0.5,0.56,0.65,2020-03-31,中原证券,牟国洪,摘要
sz000661,长春高新,10.27,14.68,19.03,22.72,2020-03-31,东北证券,崔洁铭,摘要
sh601808,中海油服,0.52,0.64,0.73,0.84,2020-03-31,东北证券,刘军/邰桂龙,摘要
sh601869,长飞光纤,--,1.31,1.61,--,2020-03-31,长城证券,吴彤/余芳沁,摘要
sz000063,中兴通讯,1.22,1.33,1.54,1.72,2020-03-31,长城证券,吴彤/余芳沁,摘要
sh600132,重庆啤酒,--,1.18,1.36,--,2020-03-31,国信证券,陈梦瑶/郭尉,摘要
sh600588,用友网络,0.48,0.4,0.53,0.71,2020-03-31,中泰证券,闻学臣/何柄谕,摘要
sz002364,中恒电气,--,0.25,0.33,--,2020-03-31,华西证券,宋辉,摘要
sh600588,用友网络,0.48,0.43,0.59,0.80,2020-03-31,申万宏源研究,刘洋/黄忠煌,摘要
sh601577,长沙银行,1.48,1.61,1.74,1.93,2020-03-31,天风证券,廖志明/朱于畋,摘要
sz000063,中兴通讯,1.22,1.37,1.8,2.17,2020-03-31,国信证券,程成/马成龙,摘要
sh600038,中直股份,1.00,1.24,1.54,1.86,2020-03-31,广发证券,赵炳楠,摘要
sz002129,中环股份,0.32,0.58,0.79,0.95,2020-03-31,财通证券,龚斯闻,摘要
sh600038,中直股份,1.00,1.22,1.48,1.79,2020-03-31,民生证券,王一川,摘要
sz000538,云南白药,3.28,3.61,4.0,4.44,2020-03-31,华创证券,刘宇腾,摘要
sz000063,中兴通讯,1.22,1.34,1.76,2.29,2020-03-31,申万宏源研究,朱型檑,摘要
sh600132,重庆啤酒,--,1.1,1.24,--,2020-03-30,广发证券,王永锋/王文丹,摘要
sh600201,生物股份,0.20,0.41,0.59,0.81,2020-03-30,天风证券,吴立/魏振亚/王聪,摘要
sz000538,云南白药,3.28,3.41,3.92,4.52,2020-03-30,天风证券,潘海洋/郑薇,摘要
sz000538,云南白药,3.28,3.54,3.99,4.35,2020-03-30,中信证券,田加强,摘要
sz000063,中兴通讯,1.22,1.25,1.48,1.63,2020-03-30,平安证券,朱琨,摘要
sh600729,重庆百货,--,2.06,2.94,--,2020-03-30,国泰君安,訾猛/陈彦辛,摘要
sz002299,圣农发展,3.30,3.67,1.55,1.11,2020-03-30,中信证券,盛夏/熊承慧,摘要
sh600132,重庆啤酒,--,1.21,1.37,--,2020-03-30,太平洋证券,黄付生/蔡雪昱/孟斯硕,摘要
sh600729,重庆百货,--,2.41,3.33,--,2020-03-30,天风证券,刘章明/马松,摘要
sz000538,云南白药,3.28,3.28,3.66,4.07,2020-03-30,中信建投证券,贺菊颖/刘若飞,摘要
sh600132,重庆啤酒,--,1.17,1.35,--,2020-03-30,国盛证券,,
sz000656,金科股份,1.05,1.34,1.64,2.00,2020-03-30,招商证券,赵可/李洋/路畅,摘要
sh601808,中海油服,0.52,0.87,0.97,1.19,2020-03-30,中信证券,黄莉莉,摘要
sh600699,均胜电子,--,0.86,1.08,--,2020-03-30,东方证券,姜雪晴,摘要
sh601808,中海油服,0.52,0.54,0.79,0.90,2020-03-30,川财证券,白竣天,摘要
sh600426,华鲁恒升,1.51,1.43,1.63,2.22,2020-03-30,海通证券,邓勇/刘威/朱军军,摘要
sh600688,上海石化,0.20,0.19,0.2,0.22,2020-03-30,海通证券,邓勇/朱军军/胡歆,摘要
sh600837,海通证券,0.83,0.97,1.1,1.24,2020-03-30,方正证券,左欣然,摘要
sh600183,生益科技,0.66,0.81,1.02,1.22,2020-03-30,世纪证券,陈建生/魏大千,摘要
sh603214,爱 婴 室,1.10,1.56,2.16,2.48,2020-03-30,西部证券,许光辉/李艳丽,摘要
sz300481,濮阳惠成,0.57,0.72,0.93,1.23,2020-03-30,申万宏源研究,宋涛/沈衡,摘要
sh603579,荣泰健康,2.13,2.43,2.88,3.51,2020-03-30,中信证券,纪敏/汪浩,摘要
sh600704,物产中大,--,0.67,0.79,--,2020-03-30,财通证券,虞小波/张兴宇,摘要
sz000661,长春高新,10.27,13.5,18.17,23.09,2020-03-30,中信建投证券,贺菊颖/袁清慧,摘要
sz000338,潍柴动力,1.15,1.21,1.31,1.42,2020-03-30,华西证券,崔琰,摘要
sh600426,华鲁恒升,1.51,1.36,1.86,2.31,2020-03-30,方正证券,刘万鹏/李永磊,摘要
sz002690,美亚光电,0.81,1.01,1.26,--,2020-03-30,浙商证券,李锋,摘要
sh601808,中海油服,0.52,0.7,0.95,1.26,2020-03-30,国元证券,满在朋/胡晓慧,摘要
sz002410,广 联 达,0.21,0.44,0.66,0.93,2020-03-30,国元证券,耿军军,摘要
sz300481,濮阳惠成,0.57,0.69,0.77,0.90,2020-03-30,中信证券,,
sh600598,北 大 荒,0.48,0.57,--,--,2020-03-30,国泰君安,钟凯锋/鲁家瑞/李晓渊,摘要
sz000998,隆平高科,--,0.47,--,--,2020-03-30,国泰君安,钟凯锋/鲁家瑞/李晓渊,摘要
sh600031,三一重工,--,1.61,1.67,--,2020-03-30,国泰君安,黄琨/李阳东/李煜,摘要
sz000425,徐工机械,--,0.66,0.70,--,2020-03-30,国泰君安,黄琨/李阳东/李煜,摘要
sz000157,中联重科,0.58,0.67,0.70,--,2020-03-30,国泰君安,黄琨/李阳东/李煜,摘要
sh688363,华熙生物,--,1.65,--,--,2020-03-30,广发证券,洪涛,摘要
sz300792,壹网壹创,--,3.91,--,--,2020-03-30,广发证券,洪涛,摘要
sz300783,三只松鼠,--,1.25,--,--,2020-03-30,广发证券,洪涛,摘要
sh603214,爱 婴 室,1.10,1.74,--,--,2020-03-30,广发证券,洪涛,摘要
sh603605,珀 莱 雅,1.96,2.53,--,--,2020-03-30,广发证券,洪涛,摘要
sz002867,周 大 生,--,1.56,--,--,2020-03-30,广发证券,洪涛,摘要
sh603983,丸美股份,--,1.57,--,--,2020-03-30,广发证券,洪涛,摘要
sh603708,家 家 悦,--,0.98,--,--,2020-03-30,广发证券,洪涛,摘要
